date,floors ,bedrooms,sqft_living,sqft_lot,sqft_basement,yr_built,condition,grade,price
160613,1,2,936,8712,936,1984,0.666666667,0.4,125000
160912,1,3,1008,6970,984,1983,0.666666667,0.4,136500
160118,1,2,960,6098,960,1983,0.666666667,0.4,152000
161213,2,3,1508,6098,528,1980,0.666666667,0.4,167500
160527,2,3,1030,6098,480,1981,0.666666667,0.4,143000
160603,2,3,1777,13068,904,1997,0.833333333,0.4,213900
160915,1,3,1315,10019,1303,1998,0.666666667,0.4,198000
160715,2,3,1954,7841,1102,1991,0.666666667,0.4,247200
160614,1.5,4,2322,7841,1584,1991,0.666666667,0.6,276750
161128,1,3,1533,6970,1242,1992,0.666666667,0.4,245000
160831,1,3,1589,7841,1582,1991,0.666666667,0.4,250000
160121,2,3,2165,8712,1021,1992,0.666666667,0.4,257500
160517,2,3,1987,8712,1128,1993,0.666666667,0.4,248000
160705,1.5,4,2337,10019,1660,1993,0.666666667,0.4,294000
160524,1,2,1789,9148,1789,1995,0.666666667,0.4,270000
160513,2,4,2349,6970,1176,1993,0.666666667,0.4,268500
160629,2,4,1981,6970,952,1994,0.666666667,0.4,244500
161220,2,3,1890,6970,1053,1994,0.666666667,0.4,215000
160826,2,3,2113,12632,1127,1998,0.666666667,0.4,270000
160825,2,4,2164,9583,1052,1998,0.666666667,0.4,245000
161128,2,3,1676,10454,889,1999,0.666666667,0.4,233500
160908,1,3,1359,9148,1311,2000,0.666666667,0.4,237500
161122,1,3,1347,12197,1288,1998,0.666666667,0.4,245000
160419,1,3,1347,12197,1288,1998,0.666666667,0.4,237000
160623,1,3,1164,9148,1120,2002,0.666666667,0.4,200000
160413,2,4,2266,7405,1159,2003,0.666666667,0.4,279000
160707,1,2,1540,9583,1540,2001,0.666666667,0.4,280000
160427,1,3,1164,7841,1150,2002,0.666666667,0.4,207900
160601,3,3,1338,8712,978,2002,0.666666667,0.4,230000
160304,3,4,1208,7405,1208,2001,0.666666667,0.4,194900
160531,1,3,1535,7841,1496,2002,0.666666667,0.4,244000
160330,1,3,1687,8276,1609,2001,0.666666667,0.4,254000
160624,1,3,1304,7841,1268,2002,0.833333333,0.4,224500
160624,1,3,1410,8276,1385,2002,0.666666667,0.4,244500
161121,1,3,1478,10019,1464,2003,0.666666667,0.4,240000
161020,2,3,1456,12197,650,2005,0.666666667,0.4,230500
160608,2,3,1343,8712,659,2003,0.666666667,0.4,199000
161028,2,3,1343,8712,659,2003,0.666666667,0.4,195000
160718,2,3,1492,7841,840,2004,0.666666667,0.4,215500
160309,2,3,1158,7405,547,2005,0.666666667,0.4,187500
160309,2,3,1158,7405,547,2005,0.666666667,0.4,187500
160406,1,2,1590,8712,1590,2004,0.666666667,0.4,277000
161128,1,2,1413,7405,1413,2016,0.666666667,0.4,276000
160406,1,3,1193,7405,1170,2005,0.666666667,0.4,205000
160510,2,3,1685,7405,870,2006,0.666666667,0.4,234900
160111,1,3,1453,7405,1453,2006,0.666666667,0.4,244422
160314,2,3,1836,7841,815,2008,0.666666667,0.4,264000
160831,1,3,1196,7841,1154,2008,0.666666667,0.4,217000
160728,2,3,1538,7405,606,2010,0.666666667,0.4,219500
160518,2,3,1924,7841,972,2008,0.666666667,0.4,267000
160307,1,2,1614,7841,1590,2008,0.666666667,0.4,262000
160414,1,3,1235,8276,1202,2008,0.666666667,0.4,199000
160211,2,3,1376,8276,740,2007,0.666666667,0.4,220000
160621,1,3,1736,8276,1736,2007,0.666666667,0.4,266000
160706,1,2,1417,8276,1376,2007,0.666666667,0.4,255000
160201,1,3,1431,7405,1423,2012,0.666666667,0.4,226000
161102,1,3,1527,8712,1506,2007,0.666666667,0.4,275000
161221,1,3,1232,5663,1232,2013,0.666666667,0.4,215000
160815,2,4,1888,7405,708,2014,0.666666667,0.4,241000
160607,1,3,1352,8276,1308,2013,0.666666667,0.4,244900
160913,1,3,1718,8276,1718,2015,0.666666667,0.4,314000
160406,1,3,1578,8712,1578,2015,0.666666667,0.4,289385
160525,2,4,2429,7841,1050,2014,0.666666667,0.4,278000
160826,2,4,2523,8712,1108,2013,0.666666667,0.4,284500
160315,1,2,1436,12197,1417,2015,0.666666667,0.4,279800
160325,1,3,1460,7841,1440,2015,0.666666667,0.4,267500
160817,1,3,1411,7841,1411,2014,0.666666667,0.4,260000
160125,1,2,1265,7841,1265,2014,0.666666667,0.4,239600
160719,1,2,1367,7841,1327,2014,0.666666667,0.4,255000
160508,2,4,2283,7841,987,2015,0.666666667,0.4,302525
160915,1,2,1447,7841,1447,2015,0.666666667,0.4,265350
160129,1,2,1715,7841,1715,2015,0.666666667,0.4,318248
160407,2,3,1308,11326,556,2014,0.666666667,0.4,221000
161228,1,3,1414,9583,1414,2014,0.666666667,0.4,269000
161010,1,2,1460,8712,1460,2016,0.666666667,0.4,292150
160517,1,2,1429,7841,1414,2015,0.666666667,0.4,277450
160415,1,2,1360,7841,1300,2015,0.666666667,0.4,262550
161118,1,2,1476,7841,1430,2016,0.666666667,0.4,280000
160412,1,2,1502,7841,1502,2015,0.666666667,0.4,279550
160324,1,2,1462,7841,1459,2015,0.666666667,0.4,274259
160705,1,2,1462,7841,1459,2015,0.666666667,0.4,274259
160106,2,3,1536,7841,634,2015,0.666666667,0.4,225100
161202,1,2,1442,9583,1816,2016,0.666666667,0.4,300000
160601,1,3,1615,7841,1615,2015,0.666666667,0.4,306000
160325,1,2,1413,7841,1413,2015,0.666666667,0.4,269000
160414,1,2,1413,7841,1413,2015,0.666666667,0.4,275000
160815,1,3,1672,7841,1672,2016,0.666666667,0.4,308798
160224,1,2,1427,7841,1427,2015,0.666666667,0.4,305557
160115,2,3,1543,10019,795,2015,0.666666667,0.4,226269
160408,1,3,1630,8276,1600,2016,0.666666667,0.4,284070
160601,1,2,1407,8276,1407,2015,0.666666667,0.4,274950
160407,1,3,1168,7405,1130,2010,0.666666667,0.4,210000
160715,1,3,1002,7405,0,2009,0.666666667,0.4,151000
160707,2,3,2346,8712,1120,2016,0.666666667,0.4,276813
160603,1,3,1627,8712,1627,2015,0.666666667,0.4,318675
161026,1,3,1492,7841,1492,2015,0.666666667,0.4,273900
160122,1,3,1429,7841,1429,2014,0.666666667,0.4,234900
160712,1,2,1380,12632,1380,2016,0.666666667,0.4,272410
160524,1,3,1529,15682,1529,2014,0.666666667,0.4,297000
160915,1,3,1572,11761,1572,2015,0.666666667,0.4,295532
160127,1,3,1389,8712,1389,2015,0.666666667,0.4,237300
160608,1,2,1640,8712,1460,2016,0.666666667,0.4,294260
161215,1,3,1524,9148,1524,2015,0.666666667,0.4,303000
160920,1,2,1447,7841,1447,2016,0.666666667,0.4,267650
160610,1,2,1584,7841,1584,2016,0.666666667,0.4,237566
160615,1,2,1408,9583,1408,2016,0.666666667,0.4,290000
160329,1,3,1595,8276,1650,2015,0.666666667,0.4,265570
160728,1,2,1413,7405,1413,2016,0.666666667,0.4,284000
161207,2,4,2203,6970,982,2016,0.666666667,0.4,289337
160923,1,3,1448,7405,1414,2016,0.666666667,0.4,261643
161213,1,3,1198,7841,1198,2016,0.666666667,0.4,209008
160615,1,3,1514,7841,1514,2016,0.666666667,0.4,272900
161211,2,4,2450,7841,1056,2016,0.666666667,0.4,284597
160610,2,4,2336,9583,1056,2016,0.666666667,0.4,241522
160914,1,3,1742,9583,1728,2016,0.666666667,0.4,339055
161114,1,3,1813,8712,1813,2016,0.666666667,0.4,334900
160728,1,2,1413,9583,1413,2016,0.666666667,0.4,287600
160519,1.5,3,1883,7841,1100,2004,0.666666667,0.4,289000
160515,1,3,1486,7405,1423,2004,0.666666667,0.4,260000
160415,1,3,1198,7405,1097,2015,0.666666667,0.4,197056
160907,3,3,1274,6534,1274,2016,0.666666667,0.4,234076
160510,1,2,1230,6098,1230,2016,0.666666667,0.4,216708
160824,2,3,1740,6970,672,2016,0.666666667,0.4,213461
161121,1,3,1701,8276,1701,2010,0.666666667,0.4,335000
160915,2,3,2359,18295,1080,2009,0.666666667,0.4,379900
161020,1,2,1627,8712,1627,2009,0.666666667,0.4,310000
161021,2,3,2509,7841,1145,2010,0.666666667,0.4,330000
160513,1,2,1977,10019,1977,2009,0.666666667,0.6,379900
160808,1,2,1484,7841,1484,2011,0.666666667,0.4,258000
161209,1,3,1538,8276,1538,2012,0.666666667,0.4,294500
160106,2,3,1924,8276,944,2011,0.666666667,0.4,270000
160912,2,3,2361,8712,1087,2012,0.666666667,0.4,335000
160314,1,3,1421,8276,1298,2015,0.666666667,0.4,226313
160523,1,3,1315,9583,1315,2016,0.666666667,0.4,219869
161102,2,3,1953,8276,951,2013,0.666666667,0.4,287000
160622,1,3,1729,10890,1704,2013,0.666666667,0.4,317250
160608,2,3,2703,12197,1386,2013,0.666666667,0.4,399999
160617,1,2,1420,9148,1408,2015,0.666666667,0.4,279950
160520,1,3,1722,12197,1706,2015,0.666666667,0.4,349950
160203,1,2,1618,15246,1618,2015,0.666666667,0.4,355000
160715,1,3,1861,8712,1861,2014,0.666666667,0.4,333900
160531,1,3,1820,8712,1820,2015,0.666666667,0.4,332750
160901,1,3,2052,8712,2052,2015,0.666666667,0.4,381029
160907,1,3,1457,8276,1441,2014,0.666666667,0.4,259000
160427,1,3,1484,9148,1484,2015,0.666666667,0.4,289900
160108,2,4,2560,9148,1144,2014,0.666666667,0.4,362000
160901,1,2,1727,9148,1727,2014,0.666666667,0.4,372000
161007,1,2,1706,11326,1706,2016,0.666666667,0.4,339500
160311,1,3,1722,8712,1706,2015,0.666666667,0.4,314950
160728,2,4,2463,8712,1050,2016,0.666666667,0.4,321405
161216,1,3,1836,10019,1828,2016,0.666666667,0.4,329950
160822,1,2,1600,9148,1600,2016,0.666666667,0.4,305520
161121,1,3,1509,9148,1509,2015,0.666666667,0.4,289950
160210,1,2,1800,9583,1800,2015,0.666666667,0.4,407455
160806,1,3,1642,9148,1642,2015,0.666666667,0.4,314950
160907,1,2,1551,9583,1503,2016,0.833333333,0.4,269950
160707,1,2,1731,10019,1731,2016,0.666666667,0.4,355243
160229,2,6,3950,9148,1698,2015,0.833333333,0.4,600133.76
160812,1,2,1632,9148,1608,2015,0.666666667,0.4,314950
160311,1,3,1740,8712,1740,2014,0.666666667,0.4,350000
160311,1,3,1740,8712,1740,2014,0.666666667,0.4,350000
160715,1,2,1715,9148,1715,2015,0.666666667,0.4,329950
160311,1,2,1696,19166,1696,2015,0.666666667,0.4,344718
160620,1,2,1407,10890,1407,2015,0.666666667,0.4,287500
161110,1,2,1691,8712,1683,2016,0.666666667,0.4,289950
161014,1,3,1470,7841,1470,2016,0.666666667,0.4,269900
160525,1,3,1476,7841,1476,2015,0.666666667,0.4,285000
160113,1,3,1312,11761,1306,2015,0.666666667,0.4,246289
161010,1,3,1422,8712,1422,2016,0.666666667,0.4,275000
160620,1,3,1666,9148,1646,2016,0.666666667,0.4,324095
160527,1,2,1407,10019,1407,2015,0.666666667,0.4,269950
160526,1,2,1523,8712,1523,2016,0.666666667,0.4,259950
160616,1,3,1429,8712,1429,2016,0.666666667,0.4,255000
161118,1,2,1676,9148,1676,2016,0.666666667,0.4,349060
160602,1,3,1602,9148,1602,2016,0.666666667,0.4,304683
161229,1,2,1405,12197,1342,2016,0.666666667,0.4,271227
160630,1,2,1579,8276,1579,2016,0.666666667,0.4,295000
160519,1,3,1691,8276,1691,2016,0.666666667,0.4,342000
160801,1,3,1642,8276,1642,2016,0.666666667,0.4,318536
161102,1,3,1581,8276,1581,2016,0.666666667,0.4,289950
161122,1,2,1731,8276,1731,2016,0.666666667,0.4,329041
160929,1,2,1533,10890,1433,2016,0.666666667,0.4,273529.89
161110,1,3,1505,8712,1505,2016,0.666666667,0.4,289950
160831,1,2,1581,8712,1581,2016,0.666666667,0.4,290000
161227,1,2,1492,8712,1492,2016,0.666666667,0.4,311384
161104,1,2,1691,8712,1691,2016,0.666666667,0.4,362193
161014,1,2,1661,8712,1661,2016,0.666666667,0.4,307950
161103,1.5,2,1608,6534,976,1952,0.666666667,0.4,130000
160824,1,2,825,7841,825,1954,0.666666667,0.2,117000
161228,1,2,825,10454,825,1954,0.833333333,0.2,120000
160718,1,2,872,7405,0,1954,0.666666667,0.2,92000
160718,1,2,872,7405,0,1954,0.666666667,0.2,92000
160912,1,2,851,6970,851,1955,0.5,0.2,115740
160411,1,3,975,6970,975,1950,0.666666667,0.4,100000
160830,1,2,839,6098,839,1947,0.666666667,0.2,119000
160510,1,2,1036,7841,1016,1954,0.833333333,0.4,130000
160719,1,2,912,6970,912,1948,0.833333333,0.2,104500
161122,1,3,1023,6534,1023,1956,0.666666667,0.4,135000
160520,1,3,1112,6534,0,1948,0.833333333,0.2,90000
161230,1,2,808,6534,808,1947,0.666666667,0.2,115000
161003,1,2,1000,5663,1000,1952,0.666666667,0.4,142000
161025,1,2,1040,11326,1040,1956,0.666666667,0.4,127500
160421,1,2,825,8276,825,1959,0.833333333,0.2,122500
160815,1,3,1134,7405,1134,1960,0.666666667,0.4,149000
161208,1,2,1106,6970,0,1992,0.666666667,0.2,125010
160816,1,3,1285,8712,1256,2002,0.666666667,0.4,245000
160822,1,3,1612,7841,1612,2000,0.666666667,0.4,262000
160928,1,3,1190,8712,1171,2002,0.666666667,0.4,206500
160603,2,4,1908,9148,700,2001,0.666666667,0.4,234000
160427,2,3,1228,6970,529,2001,0.666666667,0.4,190000
160307,1,3,1254,7405,1254,2001,0.666666667,0.4,176100
161215,1,3,1328,6970,1296,2002,0.666666667,0.4,196940
160617,2,4,2280,10019,1212,2002,0.666666667,0.4,259000
160901,2,3,1657,6970,782,2002,0.666666667,0.4,189000
160328,2,3,1228,7405,529,2002,0.666666667,0.4,173616
161020,2,3,1309,13939,716,2002,0.666666667,0.4,191500
160506,1,3,1207,8276,1165,2001,0.666666667,0.4,190000
161214,1,3,1403,8712,1403,2003,0.666666667,0.4,217000
160913,1,3,1218,6970,1176,2001,0.666666667,0.4,176000
160602,1,3,1757,14810,1757,2015,0.666666667,0.4,309589
160921,1,2,1533,13504,1533,2016,0.666666667,0.4,292566
161116,1,2,1218,13939,1218,2011,0.666666667,0.4,247000
161004,1,3,1535,9148,1535,2015,0.666666667,0.4,287900
161208,1,2,1656,9148,1656,2016,0.666666667,0.4,368250
161006,1,2,997,4792,997,2003,0.666666667,0.4,177900
161129,1,3,1217,5663,1187,2003,0.666666667,0.4,197000
161028,1,3,1256,6098,1198,2002,0.666666667,0.4,187000
160824,1,2,1274,6098,1241,2003,0.666666667,0.4,200000
161214,1,3,1474,10454,1441,2003,0.666666667,0.4,253000
160526,1,2,1232,5663,1226,2004,0.666666667,0.4,204000
160527,2,4,2140,6970,880,2008,0.666666667,0.4,206000
160729,1,2,1192,6970,1168,2009,0.666666667,0.4,192000
160712,1,3,1192,8712,1192,2004,0.666666667,0.4,186500
161206,1,2,1213,5227,1213,2004,0.666666667,0.4,188000
160426,1,3,1261,5227,1223,2004,0.666666667,0.4,188000
160826,1,3,1118,5663,1070,2003,0.666666667,0.4,190000
160831,2,3,1527,6098,736,2003,0.666666667,0.4,188000
160401,1,3,1110,6970,1110,2005,0.666666667,0.4,186750
160523,1,3,1146,8712,1100,2004,0.666666667,0.4,196000
160711,1,3,1346,10890,1333,2004,0.666666667,0.4,250000
161103,1,1,1108,8276,1108,2004,0.666666667,0.4,175000
160908,1,3,1377,8276,1364,2005,0.666666667,0.4,209900
160428,2,4,2204,8276,1167,2004,0.666666667,0.4,235000
160830,1,3,1226,8276,1160,2004,0.666666667,0.4,215000
160917,3,2,1224,6534,954,2005,0.666666667,0.4,200000
160126,1,3,1382,10019,1382,2004,0.666666667,0.4,205500
161103,1,3,1438,10454,1380,2005,0.666666667,0.4,236000
161228,1,4,1911,16553,1894,2004,0.833333333,0.4,203150
161227,2,3,1738,3485,0,2004,0.666666667,0.4,150000
161214,1,3,1181,11761,1171,2004,0.666666667,0.4,192000
160713,1,3,1136,6534,1120,2004,0.666666667,0.4,189000
161019,1,3,1247,7841,0,2007,0.666666667,0.4,155000
161217,2,3,1685,3920,750,2005,0.666666667,0.4,170000
160120,2,3,1552,3920,0,2005,0.666666667,0.4,138000
160906,1,3,1304,6534,1304,2006,0.666666667,0.4,210000
160719,2,3,1493,4356,0,2006,0.833333333,0.4,149500
160818,2,3,1739,4356,780,2005,0.666666667,0.4,179900
160729,1,2,1314,5663,1314,2008,0.666666667,0.4,235000
160705,1,2,1450,7841,1374,2007,0.666666667,0.4,239900
160502,1,3,1598,7405,1578,2014,0.666666667,0.4,247900
161006,2,3,1287,8276,1287,2016,0.666666667,0.4,207923
160629,2,3,1575,6970,758,2013,0.666666667,0.4,228500
160217,1,3,1670,7841,1662,2012,0.666666667,0.4,264900
161201,1,3,1470,8712,1413,2008,0.666666667,0.4,258500
160927,1,3,1270,10890,1250,2006,0.666666667,0.4,257500
160627,2,3,1380,8276,614,2009,0.666666667,0.4,204900
161026,1.5,3,1826,7841,1282,2006,0.666666667,0.4,229950
161019,1,3,1505,6970,1479,2009,0.666666667,0.4,249500
161220,2,4,2440,7405,1056,2016,0.666666667,0.4,266179
161206,1,3,1289,7405,1289,2013,0.666666667,0.4,210000
160805,1,3,1901,9583,1899,2006,0.666666667,0.4,297000
160913,1,3,1522,7405,1392,2011,0.666666667,0.4,230000
160807,2,3,1552,6970,754,2009,0.666666667,0.4,182000
160826,2,5,2487,7405,0,2008,0.666666667,0.4,235500
161108,1,2,1455,7405,1431,2016,0.666666667,0.4,260300
160808,1,3,1838,8276,1838,2016,0.666666667,0.4,281309
161207,1,3,1838,13939,1838,2016,0.666666667,0.4,313832
161220,1,3,1584,15682,1584,2016,0.666666667,0.4,259583
161013,2,4,2091,6534,936,2014,0.666666667,0.4,231000
161111,2,4,2440,16553,1056,2016,0.666666667,0.4,298518
160209,2,4,1956,21344,746,2015,0.666666667,0.4,246055
160308,1,3,1406,9148,1380,2015,0.666666667,0.4,238000
160209,1,3,1438,9148,1438,2015,0.666666667,0.4,259837
160817,1,3,1386,8276,1360,2016,0.666666667,0.4,252075
160613,2,4,1888,8276,708,2016,0.666666667,0.4,268262
161207,1,3,1838,16117,1838,2016,0.666666667,0.4,311519
160822,2,4,2430,10890,1154,2016,0.666666667,0.4,366868
160112,2,3,2252,15682,1051,2015,0.666666667,0.4,328575
161128,1,2,1560,11761,1560,2016,0.666666667,0.4,302700
160728,2,4,2459,11326,1086,2016,0.666666667,0.4,295780
160511,2,4,2192,9148,1034,2015,0.666666667,0.4,276855
160126,2,5,2388,10454,1051,2015,0.666666667,0.4,310056
161207,2,4,2744,10890,1280,2016,0.666666667,0.4,291766
160617,1.5,2,2963,10454,1742,2015,0.666666667,0.6,349647
160715,2,4,2657,9583,1425,2016,0.666666667,0.4,302275
160629,1,3,1835,9583,1835,2015,0.666666667,0.4,308222
161207,2,4,2947,8276,1275,2016,0.666666667,0.4,328301
160915,2,4,2008,8276,768,2016,0.666666667,0.4,275498
160927,1,3,1906,8712,1906,2016,0.666666667,0.4,289155
160519,1,3,1712,8712,1712,2015,0.666666667,0.4,335225
160415,2,3,1512,10019,651,2015,0.666666667,0.4,247500
160907,2,4,2203,9148,982,2016,0.666666667,0.4,253556
161026,2,4,1888,6970,708,2016,0.666666667,0.4,253787
161117,2,4,1888,10454,708,2016,0.666666667,0.4,231000
161104,2,4,1888,8712,708,2016,0.666666667,0.4,243239
160327,1,3,1294,7405,1294,2015,0.666666667,0.4,223168
161013,1,3,1251,7841,1180,2016,0.666666667,0.4,206855
160928,1,3,1185,6970,1143,2016,0.666666667,0.4,193311
160727,2,6,2396,10454,1406,2012,0.666666667,0.4,290000
160223,1,2,1098,5227,1005,2015,0.666666667,0.4,159694
160912,1,2,992,6534,992,2016,0.666666667,0.4,188759
160210,1,3,1133,6098,1126,2015,0.666666667,0.4,174698
160222,1,2,1310,6534,1310,2015,0.666666667,0.4,207247
161207,1,3,1494,6534,1494,2016,0.666666667,0.4,239037
160711,1,3,1494,7405,1494,2016,0.666666667,0.4,232184
160907,2,4,2440,7405,1056,2016,0.666666667,0.4,269654
161207,1,3,1494,6970,1494,2016,0.666666667,0.4,205300
160720,2,3,1553,9148,870,2016,0.666666667,0.4,227606
160331,2,4,2412,10890,1056,2016,0.666666667,0.4,235155
160222,1,3,1579,8276,1579,2015,0.666666667,0.4,248268
160208,1,3,1508,10019,1508,2015,0.666666667,0.4,242960
160526,1,3,1438,10019,1438,2016,0.666666667,0.4,222450
161207,2,4,2194,6970,982,2016,0.666666667,0.4,232879
160907,1,3,1494,8276,1494,2016,0.666666667,0.4,215620
160809,1,3,1152,8276,528,2016,0.666666667,0.4,174635
160222,2,3,1221,7841,468,2015,0.666666667,0.4,185462
160222,1,3,1494,7405,1494,2015,0.666666667,0.4,205216
161201,1,3,1191,7405,1120,2016,0.666666667,0.4,189010
161018,1,3,1235,7405,1136,2016,0.666666667,0.4,187387
161013,1,3,1152,10890,528,2016,0.666666667,0.4,175550
160413,1,3,1140,7405,1088,2016,0.666666667,0.4,170574
160324,1,3,1167,6098,1146,2007,0.666666667,0.4,202000
161222,2,2,888,6098,888,2008,0.666666667,0.2,163000
160104,2,3,1440,12197,720,2001,0.666666667,0.4,204900
160712,2,3,1516,10454,700,2002,0.666666667,0.4,210000
160922,3,2,1281,10019,1267,2001,0.666666667,0.4,239900
160108,2,5,2396,17424,1066,2002,0.666666667,0.4,247250
160819,1,3,1370,7841,1334,2003,0.666666667,0.4,207000
160819,1,3,1617,8712,1605,2002,0.666666667,0.4,229500
160812,1,2,1292,7841,1292,2003,0.666666667,0.4,224900
160519,1,3,1662,9583,1575,2002,0.666666667,0.4,219000
160526,1,3,1300,8712,1244,2003,0.666666667,0.4,245000
161102,1,2,1206,6534,1135,2003,0.666666667,0.4,185000
160607,1,3,1487,7405,1487,2003,0.666666667,0.4,232500
161025,1,3,1234,7841,1185,2004,0.666666667,0.4,208000
160108,1,3,1306,10890,1266,2003,0.666666667,0.4,242000
161209,1,3,1183,8276,1140,2004,0.666666667,0.4,212500
160409,2,3,1600,8276,702,2003,0.666666667,0.4,212000
160725,1,3,1388,7405,1388,2003,0.666666667,0.4,225750
160212,1,3,1231,8712,1188,2004,0.666666667,0.4,194250
160125,1,3,1396,6970,1380,2003,0.666666667,0.4,252000
160624,1,2,1364,9148,1294,2003,0.666666667,0.4,225000
161012,1,3,1364,8712,1364,2003,0.666666667,0.4,228000
160401,1,3,1566,10890,1552,2007,0.666666667,0.4,280000
160526,1.5,4,1852,9583,1254,2005,0.666666667,0.4,249900
160325,2,3,1307,7841,696,2005,0.666666667,0.4,160000
160304,2,3,1210,6970,552,1998,0.666666667,0.4,160000
160801,2,3,1189,10454,550,1999,0.666666667,0.4,169000
161027,2,3,1234,11761,576,1997,0.666666667,0.4,171000
161128,1,2,1189,7841,1189,1997,0.666666667,0.4,195000
160414,1,3,1437,8712,1431,2000,0.666666667,0.4,212000
161220,1,3,1089,6970,1073,2001,0.666666667,0.4,191500
160908,1,2,1071,8712,1047,2002,0.666666667,0.4,194000
160314,1,3,1169,8712,1150,2002,0.666666667,0.4,201000
160725,1,3,1438,9148,1410,1996,0.666666667,0.4,210000
160531,2,3,1164,8276,520,1996,0.666666667,0.4,160000
160928,3,3,1224,8276,594,1999,0.666666667,0.4,205000
160413,1,3,1426,7841,1426,1999,0.666666667,0.4,215000
161028,3,3,1344,7841,1008,1998,0.666666667,0.4,196800
160714,1,3,1162,7841,1162,1998,0.666666667,0.4,186000
160609,2,3,1246,11326,560,1998,0.666666667,0.4,180000
160714,3,3,1912,7841,920,1999,0.666666667,0.4,230500
160512,2,3,1843,10019,936,1998,0.666666667,0.4,218500
161213,1,2,1084,10454,1084,1999,0.666666667,0.4,166000
160613,1,2,1360,7405,1306,2016,0.666666667,0.4,270293.52
160803,1,2,1514,7405,1514,2009,0.666666667,0.4,254500
160913,1,3,1324,8712,1228,2006,0.666666667,0.4,225000
160502,2,4,2632,8712,1316,2010,0.666666667,0.4,272000
160519,1,2,1653,8276,1653,2009,0.666666667,0.4,273000
160624,1,2,1522,8276,1496,2011,0.666666667,0.4,265000
160428,1,3,1442,7405,1419,2002,0.666666667,0.4,236000
160803,2,3,1218,6098,612,2001,0.666666667,0.4,183950
160608,1,3,1176,7841,1158,2002,0.666666667,0.4,219000
161214,1,3,1222,10890,1164,2001,0.666666667,0.4,175000
160728,1,3,1244,7841,1144,2001,0.666666667,0.4,191000
160613,1,3,1364,7405,1348,2000,0.666666667,0.4,218000
161115,1,2,1056,7405,1056,2002,0.666666667,0.4,154600
161209,2,3,920,7405,396,1993,0.666666667,0.2,144000
160211,1,3,1334,7405,1292,1994,0.666666667,0.4,167000
160211,1,3,1334,7405,1292,1994,0.666666667,0.4,167000
160615,1,3,1322,7405,1292,1993,0.666666667,0.4,196000
160624,1,3,1431,7841,1431,1995,0.666666667,0.4,179900
160218,2,3,1418,10890,718,1995,0.666666667,0.4,172000
160329,1,2,944,6534,912,1995,0.666666667,0.4,152000
161228,1,2,990,8276,956,1990,0.833333333,0.4,107350
161230,2,3,1054,8712,696,1994,0.666666667,0.4,135000
160711,1,2,870,6534,870,1990,0.666666667,0.2,145000
161114,1,3,1130,6534,1088,1981,0.666666667,0.4,155500
160629,3,3,1150,6534,552,1981,0.666666667,0.4,154000
160415,RR,3,1096,6098,532,1989,0.666666667,0.4,150000
160612,3,3,1254,6970,606,1990,0.666666667,0.4,173000
160511,2,3,1168,6098,516,1990,0.666666667,0.4,156900
161113,2,3,1168,6098,516,1990,0.666666667,0.4,162500
160310,1,3,1232,6098,1232,1991,0.666666667,0.4,165000
161008,1,3,1886,6970,1458,1992,0.666666667,0.4,210000
160531,1,2,1080,8276,1080,1979,0.833333333,0.4,157000
160520,1,2,1355,7405,1320,1993,0.666666667,0.4,185976
161215,1,3,1332,6534,1332,1993,0.666666667,0.4,207500
160527,3,3,1371,10019,1051,1995,0.666666667,0.4,227750
160729,1,2,1031,5663,504,1977,0.666666667,0.2,105000
160805,1,3,1555,7405,756,1978,0.5,0.4,154900
160613,1,2,1107,6534,0,1980,0.666666667,0.4,124827
160909,1,2,912,5663,0,1978,0.5,0.2,107995
160713,1,2,1314,3920,1294,1995,0.666666667,0.4,185000
160317,1,2,1640,27007,1640,1964,0.833333333,0.4,170000
160615,1,3,1228,13068,1228,1966,0.833333333,0.4,178000
160212,1,2,858,7405,832,1972,0.666666667,0.2,115000
160226,1,2,1092,6534,1092,1979,0.833333333,0.4,147900
160511,1,3,988,6098,988,1973,0.666666667,0.4,117000
160502,1,2,988,6098,988,1974,0.666666667,0.4,114000
160419,2,5,2920,10019,1240,1989,0.666666667,0.4,225000
160411,1,2,1713,11326,1063,1976,0.666666667,0.4,187500
161101,1,3,1388,10890,1508,1966,0.833333333,0.2,160000
160328,1,2,945,9583,945,1969,0.666666667,0.4,147000
160930,2,3,1788,6970,0,1990,0.666666667,0.4,157500
160914,2,3,1126,8276,480,1988,0.666666667,0.4,143000
160205,1.5,3,1176,6534,784,1976,0.666666667,0.4,135500
160210,2,3,1120,6970,500,1990,0.666666667,0.4,135000
160311,1,2,790,10019,768,1978,0.666666667,0.2,127900
160916,1,2,814,7405,792,1978,0.666666667,0.2,134900
161108,2,2,1162,7405,624,1979,0.666666667,0.4,121500
160122,2,3,910,7405,396,1988,0.666666667,0.2,122100
160412,1,2,833,7405,825,1985,0.666666667,0.2,126900
161227,1,2,900,6970,900,1991,0.666666667,0.2,155000
160408,3,3,1409,7405,624,1977,0.666666667,0.4,154000
160712,3,3,1220,9583,588,1980,0.666666667,0.4,169900
160615,2,3,1224,16117,556,1991,0.666666667,0.4,153500
160803,3,2,880,6098,448,1982,0.666666667,0.2,127000
161102,2,3,1028,7841,432,1980,0.666666667,0.4,142000
160610,1,2,1000,9148,1000,1977,0.666666667,0.4,137500
