date,floors ,bedrooms,sqft_living,sqft_lot,sqft_basement,yr_built,condition,grade,price
160315,1,2,1270,3920,1270,1929,0.666666667,0.4,111000
160509,1,2,972,3485,0,1900,0.666666667,0.4,70000
160818,1,2,984,6970,984,1900,0.666666667,0.4,103900
160419,1,2,856,3485,856,1880,0.666666667,0.2,92500
161003,1.5,3,1248,4792,780,1900,0.833333333,0.4,81500
161101,1.5,3,1404,3485,624,1900,0.666666667,0.4,100000
160425,1,3,792,6970,360,1910,0.666666667,0.4,71500
160428,1,3,1022,2614,942,1918,0.666666667,0.4,85000
161213,1.5,3,1072,1307,624,1921,0.666666667,0.4,83000
160630,1,1,624,3049,624,1909,0.5,0.2,49000
160713,1,3,1154,9148,0,1900,0.666666667,0.4,95000
160714,1.5,2,1152,3485,672,1900,0.666666667,0.4,95000
160427,1,2,884,6970,884,1918,0.666666667,0.4,103900
160526,1,3,1016,3049,944,1920,0.666666667,0.4,89900
160106,1,2,1008,6534,1008,1928,0.5,0.4,91500
160804,1,3,885,4356,873,1915,0.833333333,0.4,119500
160215,2,3,1912,6098,780,1910,0.666666667,0.4,87500
161202,1,2,865,6098,832,1920,0.5,0.4,60000
160616,1,3,1020,6098,884,1920,0.666666667,0.4,95000
161011,1.5,3,1316,7405,200,1900,0.666666667,0.2,73000
160523,2,2,1589,6970,1053,1910,0.833333333,0.4,169000
160115,1.5,3,1328,3049,816,1920,0.833333333,0.4,89900
160113,1,1,830,6534,830,1910,0.833333333,0.4,80000
161227,1,2,754,6970,0,1900,0.333333333,0.2,35000
160822,1,2,912,6970,912,1918,0.5,0.4,57500
160502,1,2,988,13939,988,1910,0.666666667,0.4,85000
160502,1,2,988,13939,988,1910,0.666666667,0.4,85000
160502,1,2,988,13939,988,1910,0.666666667,0.4,85000
160502,1,2,988,13939,988,1910,0.666666667,0.4,85000
160426,1,3,840,10454,840,1900,0.666666667,0.4,76400
160518,1,3,1020,10454,1020,1900,0.666666667,0.4,77500
160720,1,4,1134,6970,800,1900,0.833333333,0.4,129900
160912,1,3,1252,6970,1252,1900,0.833333333,0.4,105900
161208,1,1,588,2178,528,1900,0.666666667,0.2,60000
160314,1,1,624,14375,624,1920,0.666666667,0.2,88000
161122,1,2,764,4792,500,1915,0.833333333,0.2,82650
160219,1,2,888,6970,888,1900,0.5,0.4,65000
160208,2,4,1689,2614,840,1920,0.666666667,0.4,107000
160512,2,4,1720,6098,992,1918,0.5,0.4,120000
160317,1.5,3,1448,5663,864,1900,0.5,0.4,84900
160107,1,3,1015,4792,1015,1910,0.5,0.4,59000
161227,2,4,1312,6098,576,1900,0.833333333,0.4,110000
160923,1,3,780,6098,780,1928,0.666666667,0.4,88500
161026,1,2,840,5227,840,1915,0.666666667,0.4,97000
160318,1,2,772,6970,0,1941,0.666666667,0.2,74400
160927,1,2,1256,12632,952,1942,0.833333333,0.4,159000
160404,2,3,1488,6970,728,1913,0.833333333,0.4,135000
160322,1,3,1100,14375,750,1935,0.666666667,0.4,145000
160512,1,3,1716,8276,911,1935,0.666666667,0.4,115000
160623,1.5,3,1044,7405,708,1900,0.666666667,0.4,99000
161022,1.5,3,1336,9583,890,1924,0.833333333,0.4,142000
160627,1,2,984,6534,959,1926,0.666666667,0.2,97000
160418,1,2,988,6970,988,1910,0.666666667,0.4,92500
160407,1.5,3,1626,6970,946,1920,0.666666667,0.4,110000
161026,1,2,936,6970,936,1920,0.666666667,0.2,90000
160921,1,3,1178,6970,0,1900,0.833333333,0.2,103000
160728,1.5,3,1242,3485,672,1910,0.666666667,0.4,85000
160315,2,3,1776,7841,180,1910,0.5,0.4,117500
160414,1,2,1246,7405,1120,1922,0.666666667,0.4,112500
160826,1,2,1187,6970,1079,1907,0.833333333,0.4,114500
160219,1.5,3,1528,6970,728,1910,0.666666667,0.4,135000
160509,2.5,4,2412,7841,868,1920,0.666666667,0.4,155000
160829,2,4,1624,6970,268,1910,0.666666667,0.4,112500
160817,1,3,814,7405,814,1930,0.833333333,0.4,104500
161012,1.5,3,2145,7841,927,1932,0.666666667,0.4,159000
161227,1,3,1072,6970,825,1915,0.666666667,0.2,107000
160323,1,3,1014,6970,1014,1920,0.833333333,0.4,96900
160324,1.5,2,1018,7405,220,1920,0.666666667,0.2,89900
160324,2,3,1560,7405,780,1918,0.666666667,0.4,113000
160407,1,2,816,3049,576,1940,0.666666667,0.2,90000
160610,1,2,864,6970,864,1920,0.5,0.2,76500
161207,2,4,1573,13504,300,1910,0.833333333,0.4,156500
161104,1.5,3,1216,13068,720,1944,0.833333333,0.4,127500
160414,1,2,891,10890,430,1900,0.833333333,0.4,104000
161028,1,2,720,7405,720,1918,0.666666667,0.2,112000
160727,1.5,3,1272,13504,672,1924,0.666666667,0.4,135000
160725,1.5,3,1718,11326,754,1915,0.666666667,0.4,144000
161123,1,2,624,6970,624,1920,0.833333333,0.2,96000
160526,1.5,2,1040,6970,440,1920,0.666666667,0.4,92500
160828,1.5,3,1464,7405,960,1920,0.666666667,0.4,115000
160120,2,4,1530,6970,0,1920,0.666666667,0.4,105250
160507,2,4,1624,13068,400,1920,0.666666667,0.4,143000
161103,1.5,4,1792,10454,1246,1920,0.833333333,0.4,153328
160520,1.5,3,1306,6098,624,1925,0.833333333,0.4,138450
160929,1.5,3,1580,6970,720,1929,0.833333333,0.4,162500
160115,2,4,2120,6970,880,1900,0.666666667,0.4,120000
160314,1,3,992,6534,848,1930,0.666666667,0.2,104000
160309,1,2,816,6970,816,1910,0.666666667,0.2,77000
160511,2,4,1680,6970,720,1915,0.666666667,0.4,130000
160726,1.5,3,1228,6970,572,1916,0.833333333,0.4,110000
160928,1,2,876,6970,756,1910,0.666666667,0.2,89900
161024,1.5,3,1152,6970,476,1925,0.666666667,0.4,104000
161130,1,2,918,8276,0,1900,0.666666667,0.4,89000
160809,1,2,706,6970,0,1920,0.5,0.2,71500
160628,2,4,1284,6970,486,1920,0.666666667,0.2,101900
161025,1,2,731,6970,731,1920,0.5,0.2,79000
160707,2,5,2064,6534,708,1925,0.666666667,0.4,145000
161201,2,3,1280,6970,708,1910,0.666666667,0.4,108000
161118,1.5,4,1768,6970,525,1920,0.666666667,0.4,148000
160627,1,1,580,2614,0,1940,0.166666667,0,29000
160411,1,2,1392,6970,864,1920,0.666666667,0.2,88000
160809,1.5,3,1211,5227,771,1920,0.5,0.4,80000
161123,2,3,1660,14375,830,1917,0.5,0.4,115000
161116,1.5,4,1932,6970,1134,1910,0.666666667,0.4,101000
160229,1.5,2,1174,4792,672,1900,0.833333333,0.4,99990
160520,1.5,3,1600,6970,728,1900,0.666666667,0.4,110000
160430,1.5,3,1490,6970,350,1900,0.5,0.4,83342.5
161130,1,2,1002,6098,1002,1924,0.833333333,0.4,123700
160108,1.5,2,1144,6534,768,1910,0.833333333,0.4,100000
160909,1.5,2,1128,3485,672,1910,0.833333333,0.4,72500
160809,1,2,988,4792,988,1910,0.833333333,0.4,94000
161004,1,3,1198,6970,1198,1925,0.666666667,0.4,126900
160718,2,4,2594,14375,1251,1900,0.666666667,0.6,179900
161014,2,3,1716,6970,852,1900,0.666666667,0.4,122000
161005,1,3,1075,6534,600,1905,0.666666667,0.4,85500
160914,1.5,2,1374,5663,832,1920,0.666666667,0.4,85000
160904,1,3,1144,5663,858,1920,0.666666667,0.4,110500
160615,1,2,836,4356,836,1915,0.666666667,0.2,96000
160419,1,4,1473,7405,900,1926,0.666666667,0.4,90000
160708,1,2,996,5663,0,1900,0.666666667,0.4,89000
160915,1.5,2,1120,5227,672,1907,0.5,0.4,54500
160817,1.5,2,1104,5227,672,1910,0.666666667,0.4,87000
160809,1.5,4,1153,3049,399,1926,0.5,0.4,61000
160725,1.5,3,1404,3920,300,1915,0.666666667,0.4,105000
160118,1,2,857,6534,774,1915,0.833333333,0.4,111000
161218,2,6,1804,4792,896,1910,0.5,0.4,109000
160525,2,3,2300,6534,500,1910,0.5,0.4,95000
160330,1.5,3,1323,6534,836,1900,0.666666667,0.4,88500
160701,1,2,780,6534,780,1910,0.666666667,0.4,77000
161001,1.5,4,1172,6534,572,1900,0.666666667,0.4,82500
160511,1.5,3,1310,2178,390,1910,0.5,0.4,72000
160707,2,3,1926,6098,1054,1934,0.833333333,0.4,102500
160915,2,3,1226,3049,624,1910,0.666666667,0.4,73000
160617,2,3,1542,2178,744,1900,0.833333333,0.4,114900
160928,1,2,936,5663,936,1910,0.833333333,0.4,119900
161215,1,2,960,6534,960,1915,0.666666667,0.4,100000
160222,1,2,572,6534,288,1930,0.833333333,0.2,79350
161128,1,2,984,6970,0,1900,0.666666667,0.2,67000
161024,1.5,3,1236,6970,780,1926,0.833333333,0.4,104500
160527,1,2,1236,10454,624,1926,0.666666667,0.4,112000
160728,1.5,3,1252,6098,768,1915,0.666666667,0.4,93000
160923,1,1,864,6534,804,1900,0.666666667,0.2,100800
161207,1,2,1080,3920,1054,1924,0.666666667,0.4,78000
161108,1.5,3,1374,6970,616,1910,0.666666667,0.4,103000
161122,1,2,1006,6970,936,1930,0.833333333,0.4,145225
160531,1,2,936,4792,936,1931,0.666666667,0.4,116000
161103,1,3,1460,5663,1460,1930,0.666666667,0.4,124000
160718,1,2,768,4792,768,1930,0.666666667,0.2,94000
160928,1,2,1459,12197,762,1950,0.666666667,0.4,178000
161110,2,3,2012,8276,1055,1925,0.833333333,0.4,197000
160603,2,4,2478,10454,1140,1930,0.833333333,0.4,193000
160815,2,3,1927,10454,840,1926,0.666666667,0.4,178900
160303,1.5,3,1731,9148,784,1928,0.833333333,0.4,195000
160701,1.5,3,1882,6970,804,1920,0.666666667,0.4,158500
160713,2,4,2620,10890,988,1919,0.833333333,0.4,280000
160102,2,3,1456,7841,728,1924,0.833333333,0.4,183000
161006,1.5,3,1509,9148,864,1949,0.666666667,0.4,190000
161205,1.5,3,1574,4356,970,1930,0.666666667,0.4,125500
160503,1,2,1070,4792,1070,1920,0.666666667,0.4,135000
160210,2,3,1891,6970,784,1921,0.666666667,0.4,85000
160301,1,2,1336,5663,576,1917,0.833333333,0.4,203500
160701,1.5,3,1616,9583,996,1928,0.666666667,0.4,154900
160722,2,2,1344,9148,672,1930,0.666666667,0.4,135100
160916,1.5,3,1313,9583,768,1938,0.666666667,0.4,135000
160916,1.5,3,1313,9583,768,1938,0.666666667,0.4,135000
160420,1,2,976,6970,0,1900,0.333333333,0.4,38000
160609,1.5,4,1371,6970,0,1900,0.833333333,0.4,101000
160413,1,2,768,5663,768,1920,0.666666667,0.2,94900
160523,1.5,3,1316,12632,616,1920,0.833333333,0.4,105000
160914,2,3,1896,19602,1220,1910,0.666666667,0.4,147000
160914,1,2,865,5663,865,1950,0.666666667,0.2,105000
161125,1,3,1328,6970,1328,1956,0.666666667,0.4,115780
160810,1,2,1140,5227,1140,1950,0.666666667,0.4,132000
161028,1,3,1168,8712,0,1990,0.666666667,0.4,114900
160520,1,2,720,6970,720,1951,0.666666667,0.2,105500
160406,2,3,1515,6534,801,2000,0.666666667,0.4,133000
160722,2,3,1720,5227,0,1998,0.666666667,0.4,140000
160722,2,3,1720,5227,0,1998,0.666666667,0.4,140000
160427,1,2,750,6534,750,1945,0.833333333,0.2,114900
160526,1,2,768,6970,0,1945,0.666666667,0.2,72900
161128,1,2,1260,10019,0,1988,0.666666667,0.2,120000
160613,1,2,768,6534,768,1973,0.666666667,0.2,108000
160824,1,2,950,9583,936,1950,0.5,0.4,100000
161128,1,3,1200,6534,0,1950,0.666666667,0.4,103500
160428,1,2,825,6534,0,1950,0.833333333,0.2,90000
160106,1,2,825,6534,0,1960,0.833333333,0.2,82950
160512,1,3,960,6534,0,1977,0.666666667,0.2,95000
160804,1,3,864,6534,0,1950,0.666666667,0.2,79900
161221,1,2,834,6098,834,1950,0.666666667,0.2,120000
160609,1.5,3,1156,8276,816,1950,0.666666667,0.2,123500
160830,1,3,1539,8276,0,1950,0.833333333,0.2,120000
160519,1,2,1206,8276,1206,1952,0.666666667,0.4,165152
160815,1,2,1710,11761,724,1945,0.666666667,0.4,174000
161201,1,2,864,8276,864,1952,0.666666667,0.2,138600
160923,1,2,768,7841,768,1950,0.833333333,0.2,145000
160726,3,3,1570,8712,612,1956,0.666666667,0.4,159000
160608,1,2,1017,8712,1017,1950,0.666666667,0.4,128000
160616,1,2,873,8712,837,1945,0.666666667,0.2,127000
161019,1.5,3,1178,9148,806,1949,0.666666667,0.2,124900
160727,1,3,1276,4792,912,1948,0.833333333,0.4,69000
160720,1,2,880,4356,816,1948,0.666666667,0.2,136380
161215,1,3,1420,18731,1420,1955,0.666666667,0.4,125000
160324,1.5,3,1532,7405,841,1956,0.666666667,0.4,133000
160920,1.5,3,1745,8276,1079,1952,0.666666667,0.4,178000
160920,1.5,3,1745,8276,1079,1952,0.666666667,0.4,178000
160920,1.5,3,1745,8276,1079,1952,0.666666667,0.4,178000
160118,1.5,3,1360,7841,1030,1950,0.666666667,0.4,144000
161214,1,2,1162,6970,1136,1952,0.666666667,0.4,148500
161213,1,3,1344,9148,1304,1960,0.666666667,0.4,147500
160714,1,2,840,6098,840,1947,0.666666667,0.2,142500
160203,1.5,3,1650,6970,816,1950,0.666666667,0.2,150000
160929,1,2,1027,7841,1027,1948,0.833333333,0.4,167000
160504,1,4,2622,14810,1079,1958,0.666666667,0.6,334500
160518,1,2,1372,9583,1272,1960,0.833333333,0.4,209000
160217,1,3,1250,10890,1250,1959,0.666666667,0.4,163500
160706,3,3,1298,9148,974,1959,0.833333333,0.4,172000
160706,3,3,1298,9148,974,1959,0.833333333,0.4,172000
161005,1,3,1107,8712,1107,1959,0.666666667,0.4,145000
160913,1,3,1045,9583,1045,1959,0.666666667,0.4,145000
160712,3,3,1749,10019,400,1972,0.666666667,0.4,185000
161125,1,2,1781,20909,1781,1959,0.833333333,0.4,235500
161104,1,3,1417,9148,1025,1957,0.833333333,0.4,136000
160727,3,3,1830,10019,550,1959,0.666666667,0.4,168000
160915,1,3,1637,10019,1377,1969,0.666666667,0.4,205000
160223,1,3,1550,17424,0,1962,0.666666667,0.4,162600
160406,2,4,1968,16988,864,1951,0.666666667,0.4,194900
161020,1,3,1514,8276,1152,1958,0.5,0.4,186000
160613,1,3,1699,10454,1681,1955,0.666666667,0.4,204000
160602,1,3,1140,10890,500,1957,0.833333333,0.4,140000
160907,1,2,1026,9148,1008,1957,0.833333333,0.4,168500
161108,1,3,936,7405,910,1973,0.666666667,0.4,149500
161128,2,3,976,10890,432,1972,0.666666667,0.4,144900
160425,1,3,1491,8276,854,1958,0.666666667,0.4,165000
160420,1,2,2321,10890,2321,1979,0.666666667,0.6,232000
160420,1,2,2321,10890,2321,1979,0.666666667,0.6,232000
160126,1,3,1517,9148,1097,1961,0.666666667,0.4,173500
160224,1,3,1080,9583,1080,1959,0.5,0.4,134000
160621,1,3,1338,6534,1338,1958,0.666666667,0.4,150000
161229,1,3,1101,7841,1092,1963,0.666666667,0.4,149900
161229,1,3,1101,7841,1092,1963,0.666666667,0.4,149900
160518,1,3,1057,10454,1057,1963,0.5,0.4,126000
160919,1,2,1057,10890,1057,1964,0.666666667,0.4,148000
160420,1,2,1568,7841,1326,1962,0.666666667,0.4,194900
160309,1,3,1156,6534,1156,1960,0.666666667,0.4,155000
160926,1,2,1159,6098,0,1957,0.666666667,0.4,122000
160906,2,3,1968,9583,1140,1995,0.666666667,0.4,255500
160711,1,3,1260,10019,1260,1968,0.666666667,0.4,153000
160914,1,3,1050,9148,1050,1962,0.5,0.4,145000
161227,1,3,1044,11326,984,1972,0.666666667,0.4,165500
160921,1,3,1317,10890,1287,1977,0.5,0.4,143900
160519,1.5,4,1759,10019,989,1974,0.833333333,0.4,190000
160216,1,2,945,9148,945,1957,0.666666667,0.2,132000
160408,1,2,858,6534,850,1960,0.666666667,0.2,137900
160318,1.5,4,1535,6970,875,1961,0.833333333,0.2,167000
161214,1,3,1026,6970,1026,1961,0.833333333,0.4,154900
160511,1,2,1036,8276,1036,1959,0.833333333,0.4,152000
160728,1,3,1226,9148,1226,1960,0.833333333,0.4,164000
160404,1,2,1263,11761,0,1958,0.666666667,0.4,134500
161205,1,2,924,9148,924,1960,0.666666667,0.2,135000
160718,3,4,1168,8276,1168,1963,0.833333333,0.4,159900
160927,1,2,858,6098,858,1964,0.833333333,0.2,145000
160328,3,4,1235,9148,1235,1963,0.666666667,0.4,164000
160502,2,3,1028,7405,504,1967,0.666666667,0.4,146500
161031,1,3,999,9148,999,1969,0.666666667,0.4,149000
161006,1,3,936,9148,936,1969,0.666666667,0.2,145000
160606,3,3,1454,14375,456,1969,0.833333333,0.4,165250
160524,1.5,3,1468,7405,875,1954,0.666666667,0.4,145000
160426,1,3,1241,7405,1241,1962,0.666666667,0.4,151870
161027,3,3,1148,9583,840,1961,0.666666667,0.4,155000
161019,2,5,2884,13939,1244,1968,0.666666667,0.6,350000
160907,2,3,1694,9148,868,1969,0.666666667,0.4,185500
160212,3,3,1421,8712,696,1958,0.5,0.4,140000
161126,1,3,1104,9148,1104,1966,0.666666667,0.4,167000
161129,2,3,1136,9148,672,1966,0.833333333,0.4,176750
160428,1,3,1295,9148,1295,1965,0.666666667,0.4,155000
160428,3,1,1369,10890,1201,1966,0.666666667,0.6,179000
160614,RR,3,1681,9148,1329,1964,0.5,0.4,142000
161213,2,3,1136,8712,672,1965,0.666666667,0.4,168000
160428,2,4,2288,10890,1144,1976,0.666666667,0.4,224500
160811,1,3,1641,11761,1230,1973,0.666666667,0.4,255000
160310,3,4,1647,9148,400,1964,0.666666667,0.4,210000
160421,2,3,1324,10019,700,1973,0.666666667,0.4,160000
161006,1,2,1774,13504,1054,1965,0.666666667,0.4,204900
160229,2,3,1154,9583,816,1965,0.666666667,0.4,141450
161208,1,3,1450,10454,1450,1969,0.5,0.4,176500
160525,1,3,1039,9583,1039,1966,0.5,0.4,141000
160201,1,3,1487,8712,1487,1964,0.5,0.4,165800
160916,2,2,1234,10890,560,1967,0.666666667,0.4,133000
160219,1,3,1425,9148,1425,1973,0.833333333,0.4,211000
160525,1,3,1025,10019,1025,1962,0.666666667,0.4,131500
161027,1,3,1325,8712,1325,1959,0.666666667,0.4,143000
161115,1,3,1375,13939,1375,1972,0.666666667,0.4,169500
161025,1,3,1066,10890,1066,1963,0.333333333,0.4,112500
160524,1,3,1388,9148,1179,1964,0.666666667,0.4,196418
161025,2,4,2248,9583,1324,1962,0.666666667,0.4,243000
161128,3,3,1164,6098,520,1974,0.666666667,0.4,151500
160506,3,2,944,8276,944,1961,0.666666667,0.4,120000
160130,1,3,1361,7841,1245,1972,0.666666667,0.4,145000
161202,2,3,1040,7841,456,1972,0.666666667,0.4,155000
160518,1,3,1112,6098,1060,1969,0.666666667,0.4,165000
161028,2,3,1114,6534,540,1968,0.666666667,0.4,148000
161104,1,3,1092,7841,1092,1968,0.666666667,0.4,167000
160216,2,3,1388,6970,676,1968,0.666666667,0.4,148800
160125,1,3,1092,6534,1092,1966,0.833333333,0.4,160000
161115,1,3,1347,4792,1025,1975,0.833333333,0.4,197900
161115,1,3,1347,4792,1025,1975,0.833333333,0.4,197900
161216,1,3,999,6534,999,1974,0.666666667,0.4,149900
161119,1,3,999,6970,999,1974,0.666666667,0.4,147000
161209,1,3,1146,13504,1067,1968,0.833333333,0.4,174000
160802,3,3,1237,8712,300,1965,0.833333333,0.4,146000
160714,1,2,1059,8276,1332,1965,0.666666667,0.4,139900
160415,2,3,1036,6534,675,1972,0.833333333,0.4,138500
160310,3,3,1488,5227,400,1976,0.833333333,0.4,176000
160805,3,3,1558,5663,400,1976,0.666666667,0.4,168000
161121,3,3,1596,10019,400,1978,0.833333333,0.4,190000
160209,3,3,1903,7841,400,1978,0.666666667,0.4,173000
161027,2,3,1304,7841,694,1978,0.666666667,0.4,170500
160509,3,3,1784,11761,594,1978,0.833333333,0.4,206000
160829,1,3,1026,10890,1026,1972,0.666666667,0.4,155000
161130,1,3,1503,12197,1503,1967,0.666666667,0.4,177500
161007,1,3,936,6970,936,1976,0.833333333,0.4,152500
160426,1,2,1200,6098,1200,1979,0.666666667,0.4,176000
160608,1,3,936,6534,936,1976,0.666666667,0.4,150000
160309,1,2,1026,6098,1026,1976,0.666666667,0.4,148000
160531,1,2,1083,6534,1083,1977,0.666666667,0.4,165800
160812,1,3,1057,7405,999,1976,0.666666667,0.4,139900
160318,1,3,910,6534,910,1977,0.666666667,0.4,149900
160518,1,3,1610,6098,1502,1976,0.666666667,0.4,204000
160921,1,3,1094,6098,1094,1978,0.666666667,0.4,169900
160622,1,3,910,6098,910,1976,0.666666667,0.4,150000
160524,1,3,910,6098,910,1975,0.666666667,0.4,145000
160708,1,3,936,6098,936,1977,0.833333333,0.4,151500
160526,1,3,1329,6098,0,1990,0.666666667,0.4,149900
160929,1,3,1268,6534,962,1974,0.5,0.4,150000
161130,1.5,3,1630,8712,962,1954,0.666666667,0.4,153000
160126,1.5,4,1490,6970,936,1955,0.5,0.2,142000
160504,1,3,2124,9148,1053,1959,0.666666667,0.4,185000
160609,1,2,864,8276,864,1956,0.5,0.2,96000
160609,1,2,864,8276,864,1956,0.5,0.2,96000
160711,1,2,891,6534,850,1955,0.666666667,0.2,133500
161106,1,3,1014,6534,1014,1959,0.666666667,0.4,125500
160229,RR,3,1053,8712,702,1959,0.666666667,0.4,126500
160815,1,3,1470,8276,1092,1960,0.666666667,0.4,163000
160913,1,3,1053,8276,1053,1959,0.666666667,0.4,126000
160317,1,3,1500,9583,1080,1953,0.833333333,0.4,155836
160921,1,2,870,7405,720,1955,0.666666667,0.2,118000
160921,1,3,1488,18731,1488,1964,0.666666667,0.4,165000
160513,1,2,1080,8712,1040,1956,0.666666667,0.4,133900
160517,1,3,768,8276,768,1952,0.666666667,0.2,111000
161128,1,2,1006,7841,1006,1956,0.666666667,0.4,141000
160926,1.5,3,1611,6098,884,1955,0.666666667,0.4,161000
160518,1,2,768,8276,500,1952,0.666666667,0.2,116900
160824,3,3,1092,8276,286,1955,0.666666667,0.4,113000
160627,1,3,1009,5227,1009,1955,0.5,0.4,115000
160623,2,3,1120,8712,768,1965,0.666666667,0.4,137000
160623,2,3,1120,8712,768,1965,0.666666667,0.4,137000
160609,1,3,948,8276,948,1955,0.666666667,0.2,129900
161212,1,1,522,5663,500,1946,0.666666667,0,81000
160406,1,2,952,8712,952,1955,0.666666667,0.4,107900
161215,1,2,1288,18295,1288,1955,0.833333333,0.4,170000
161122,1,3,1212,9148,1212,1955,0.666666667,0.4,141000
160128,1,3,1166,6534,1166,1960,0.5,0.4,118500
160526,1,3,1753,7405,1979,1960,0.5,0.4,190000
160411,1,2,1018,8276,1018,1950,0.5,0.2,131500
160422,1,2,964,8712,768,1949,0.666666667,0.2,105000
161025,1,2,768,5227,0,1950,0.833333333,0.2,95000
160323,1,2,952,10454,952,1950,0.666666667,0.4,139000
160328,1,3,698,5227,676,1950,0.666666667,0.2,110000
160421,1,2,744,6970,720,1950,0.666666667,0.2,112000
160413,1,2,845,6098,744,1948,0.666666667,0.2,118000
161214,1,2,768,8276,0,1949,0.666666667,0.2,104950
160414,1,2,875,10454,875,1956,0.666666667,0.2,105000
161216,1,2,793,5227,793,1954,0.833333333,0.2,124000
160608,1,3,1084,8276,0,1950,0.666666667,0.2,95000
160916,1,3,1064,6534,0,1950,0.5,0.2,93000
161214,1,2,863,8276,0,1950,0.5,0.2,85000
161226,1,2,889,7841,768,1950,0.833333333,0.2,97900
161026,1,2,740,8276,740,1945,0.666666667,0.2,116000
160126,1,2,897,5663,891,1946,0.666666667,0.2,113000
160422,1,3,1887,6098,992,1953,0.5,0.4,162500
160711,1,3,1117,6098,1117,1950,0.666666667,0.4,143500
161202,1,2,768,7841,0,1950,0.666666667,0.2,87000
160713,1,2,813,6534,813,1950,0.5,0.2,95000
160825,1.5,3,1388,6534,898,1950,0.666666667,0.4,153400
161130,1,2,720,7405,720,1950,0.666666667,0.2,100000
160727,1,2,720,7405,720,1950,0.666666667,0.2,110000
160602,1,2,720,6098,720,1950,0.666666667,0.2,113900
161205,1,2,720,6098,720,1950,0.666666667,0.2,105000
160518,1,2,792,7405,792,1950,0.833333333,0.2,135000
160830,1,3,1092,8276,1053,1956,0.666666667,0.4,145000
160701,1,2,864,7841,864,1953,0.5,0.2,110000
161209,1,2,768,6534,720,1950,0.666666667,0.2,118000
160829,1,2,936,5663,936,1948,0.833333333,0.2,119900
160829,1,2,936,5663,936,1948,0.833333333,0.2,119900
161205,1,2,633,5227,633,1942,0.666666667,0.2,85000
160524,1,3,1177,13068,1177,1957,0.666666667,0.4,154500
161215,1,2,1082,5227,0,1952,0.833333333,0.4,127900
160614,1,2,720,6098,720,1952,0.833333333,0.2,111000
160208,1,3,1255,6534,1130,1957,0.666666667,0.4,147000
161125,1,2,999,5663,0,1955,0.833333333,0.4,116000
160115,1,2,1056,7405,864,1953,0.666666667,0.4,130200
161214,1,3,1119,10890,864,1953,0.833333333,0.4,164900
160906,1,2,1092,9148,900,1953,0.666666667,0.4,138000
160204,1,2,1056,9583,864,1953,0.666666667,0.4,132000
160922,1,3,1655,10890,1075,1953,0.666666667,0.4,145000
161027,1,2,1184,9583,864,1954,1,0.4,209500
160318,1,2,1056,9148,864,1954,0.666666667,0.4,141500
161021,1,2,2706,10454,1075,1954,0.5,0.4,150000
160520,1,2,2706,10454,1075,1954,0.5,0.4,157250
160707,1,3,1568,15682,896,1958,0.666666667,0.4,194500
160928,1,3,1360,14810,1075,1954,0.666666667,0.4,155000
160527,1,3,1375,10019,1375,1956,0.666666667,0.4,168000
160830,1,3,1452,11761,1032,1956,0.666666667,0.4,178000
160726,1,3,1320,10019,1320,1956,0.833333333,0.4,162000
160721,1,3,1120,9583,992,1956,0.833333333,0.4,165000
160621,1,3,1624,10454,1305,1961,0.666666667,0.4,195000
161111,1,3,1125,11761,1125,1961,0.666666667,0.4,145000
160727,3,3,1060,13068,620,1959,0.833333333,0.4,185000
160527,1,3,1463,13068,1325,1955,0.666666667,0.4,160000
160811,1,3,1821,10890,0,1955,0.666666667,0.4,174000
160916,1,3,1008,10019,0,1956,0.666666667,0.4,109900
160601,1,3,1008,9583,0,1956,0.666666667,0.4,115000
160502,1,3,1560,9583,0,1956,0.666666667,0.4,143000
160803,1,3,1008,9583,0,1956,0.666666667,0.4,118000
160415,1,2,864,6970,864,1950,0.666666667,0.2,132500
161216,1.5,3,1040,7405,676,1949,0.833333333,0.2,105000
160314,1,2,921,10454,775,1953,0.833333333,0.2,146000
160509,1,2,1096,14375,1096,1975,0.5,0.4,167000
160307,2,3,2018,17424,1186,1962,0.666666667,0.4,227000
160720,1,3,1776,10019,1776,1950,0.833333333,0.4,230000
161013,1,2,1742,13068,1612,1954,0.833333333,0.4,265000
161013,1,2,1742,13068,1612,1954,0.833333333,0.4,265000
160801,1,2,1426,11761,1426,1955,0.666666667,0.4,198000
161130,1,2,936,9148,936,1969,0.833333333,0.4,166000
161202,1,2,902,7841,864,1966,0.666666667,0.4,127500
161123,1,3,950,12632,912,1972,0.666666667,0.4,123000
160720,1,2,910,6970,884,1971,0.833333333,0.2,160500
160711,1,3,1234,8712,1000,1956,0.666666667,0.4,168000
160119,3,3,1434,10454,810,1959,0.666666667,0.4,134500
160607,2,4,1662,6970,825,1955,0.666666667,0.4,157000
161115,1,2,1171,8276,1171,1957,0.833333333,0.4,175000
160616,1,2,1075,10890,1075,1956,0.666666667,0.4,165000
160505,1,3,1319,9148,651,1956,0.666666667,0.4,158000
161207,1,3,1000,8276,1000,1955,0.833333333,0.4,135000
160701,1,3,1000,7841,1000,1955,0.833333333,0.4,161000
160829,1,2,1014,6970,1014,1950,0.666666667,0.4,170000
160222,1,2,967,6534,967,1950,0.666666667,0.4,126000
161104,1,3,1336,10454,1320,1955,0.666666667,0.4,179000
